subject_id,question,question_text,lured_answer,correct_answer,transcription,functions_extracted
2,7,The wind blows west. An electric train runs east. In which direction does the smoke blow?,West,No smoke," The wind blows west, an electric train runs east, in which cardinal direction does the smoke from the locomotive blow? It's an electric train, so there's no smoke.","1. Identifying Assumptions - ""It's an electric train""
2. Applying Exceptions - ""so there's no smoke""
3. Reevaluating Context - ""The wind blows west, an electric train runs east, in which cardinal direction does the smoke from the locomotive blow?"""
52,2,"If you were running a race, and you passed the person in 2nd place, what place would you be in now?",1st,2nd," If you were running a race and you passed the person in second place, what place would you be in now? If you were running a race and you passed the person in second place, what place would you be in now? Well, if I passed second, then I'd be in first. I wouldn't be in second.","1. Repeating Question - If you were running a race and you passed the person in second place, what place would you be in now? If you were running a race and you passed the person in second place, what place would you be in now?
2. Initial Hypothesis - Well, if I passed second, then I'd be in first.
3. Elimination Strategy - I wouldn't be in second."
5,9,Would it be ethical for a man to marry the sister of his widow?,Yes / No,Not possible," It's not ethical but depends on the situation. Could be the circumstance for living on island. And they have no one else to get with. Um, but no, it's ethical. No.","1. Contextualizing - ""Could be the circumstance for living on island""
2. Evaluating - ""It's not ethical but depends on the situation""
3. Contradicting - ""Um, but no, it's ethical. No"" 
4. Rationalizing - ""And they have no one else to get with"""
100,2,"If you were running a race, and you passed the person in 2nd place, what place would you be in now?",1st,2nd," If you're running a race and you pass the person in second place, what place would you be in now? Well, that's first place. That's fairly obvious.","1. Initial Assumption - ""Well, that's first place.""
2. Intuitive Judgment - ""That's fairly obvious."""
86,8,"If you have only one match and you walk into a dark room with an oil lamp, a newspaper and wood—which thing would you light first?",Oil lamp / Newspaper / Wood,Match, If you have only one match and you walk into a dark room where there is an air lamp in a completely dark room so I would light much only,"1. Initial Restatement - ""If you have only one match and you walk into a dark room""
2. Simplification - ""so I would light much only"" 
3. Omission - ""where there is an air lamp in a completely dark room"""
52,6,How many of each animal did Moses put on the ark?,Two,, How many of each animal did Moses put in the ark? How many of each animal did Moses put in the ark? Two of every animal.,"1. Repeating Question - ""How many of each animal did Moses put in the ark? How many of each animal did Moses put in the ark?""
2. Initial Hypothesis - ""Two of every animal."""
92,2,"If you were running a race, and you passed the person in 2nd place, what place would you be in now?",1st,2nd, First,"1. Initial Response - First 
(no additional functions identified, as the transcription is brief and only contains the participant's answer)"
49,1,"Mary’s father has 5 daughters but no sons—Nana, Nene, Nini, Nono. What is the fifth daughter’s name probably?",Nunu,Mary," Mary's father has five daughters but no sons. Nana, Nene, Nene, No-No. What is the fifth daughter's name probably? Well, fifth as in fifth born or fifth on the list? I mean, No-No, I suppose, if it's fifth on the list and the list is in order of birth. Okay.","1. Clarification - ""fifth as in fifth born or fifth on the list?""
2. Hypothesis formation - ""I mean, No-No, I suppose, if it's fifth on the list and the list is in order of birth.""
3. Contextual consideration - ""Well, fifth as in fifth born or fifth on the list?"" 
4. Assumption making - ""if it's fifth on the list and the list is in order of birth"""
29,4,"A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Who will get the banana first?",Any animal,No banana on coconut tree," A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the better of the first, the monkey, the squirrel or the bird? Um... The monkey?","1. Initial Repetition - A monkey, a squirrel and a bird are racing to the top of a coconut tree.
2. Question Reformulation - Who will get the better of the first, the monkey, the squirrel or the bird?
3. Tentative Hypothesis - Um... The monkey?"
74,5,"In a one-storey pink house with everything pink, what colour were the stairs probably?",Pink,No stairs, Probably pink because everything else is pink.,"1. Pattern assumption - ""because everything else is""
2. Analogical reasoning - ""Probably pink because everything else is pink"" 
3. Default inference - ""Probably pink"""
67,10,Which sentence is correct: (a) 'the yolk of the egg are white' or (b) 'the yolk of the egg is white'?,b,The yolk is yellow, Which sentence is correct? A. The yolk of the egg are white. Or B. The yolk of the egg is white. Neither is correct because the yolk is the yellow part.,"1. Evaluating Options - Which sentence is correct? A. ... Or B.
2. Identifying Errors - Neither is correct
3. Providing Alternative - because ... 

These functions represent the participant's reasoning process in a generic and content-independent manner."
23,6,How many of each animal did Moses put on the ark?,Two,," E, two?","1. Hypothesis formation - E, two?
2. Uncertainty expression - E, two?"
3,7,The wind blows west. An electric train runs east. In which direction does the smoke blow?,West,No smoke," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? So I'm thinking the train is going east, and the wind is blowing west. So I would think that the smoke would be also going west, regardless of which way the train was going. It would blow it west.","1. Orienting - ""The wind blows west, an electric train runs east.""
2. Assuming - ""So I'm thinking the train is going east, and the wind is blowing west.""
3. Projecting - ""So I would think that the smoke would be also going west, regardless of which way the train was going.""
4. Justifying - ""It would blow it west."""
80,9,Would it be ethical for a man to marry the sister of his widow?,Yes / No,Not possible," What did we have a call from an aunt and married sister? Oh no, do it best, it's a talk. That keep it in the same way. No, that's not.","1. Initial Confusion - ""What did we have a call from an aunt and married sister?""
2. Reevaluation - ""Oh no, do it best, it's a talk.""
3. Self-Correction - ""No, that's not."" 
4. Pattern Retrieval - ""That keep it in the same way."""
44,8,"If you have only one match and you walk into a dark room with an oil lamp, a newspaper and wood—which thing would you light first?",Oil lamp / Newspaper / Wood,Match,,No clear function identified.
97,10,Which sentence is correct: (a) 'the yolk of the egg are white' or (b) 'the yolk of the egg is white'?,b,The yolk is yellow, Which sentence is correct? The yoke of the egg are white. The yoke of the egg is white. I think the correct sentence is the yoke of the egg is white.,"1. Option Comparison - Which sentence is correct? 
2. Repetition - The yoke of the egg are white. The yoke of the egg is white.
3. Preference Statement - I think the correct sentence is the yoke of the egg is white."
37,5,"In a one-storey pink house with everything pink, what colour were the stairs probably?",Pink,No stairs," In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs, probably? Pink?","1. Hypothesis Generation - In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.
2. Assumption Replication - a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.
3. Question Reiteration - What color were the stairs, probably? 
4. Default Inference - Pink?"
