subject_id,question,transcription_new,chunks
56,5," In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What color were the stairs, probably? Hmm. One story. There were no stairs because it was a one-story house. Thank you.","Chunk 1:
In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.

Chunk 2:
Everything was pink.

Chunk 3:
What color were the stairs, probably?

Chunk 4:
Hmm.

Chunk 5:
One story.

Chunk 6:
There were no stairs because it was a one-story house.

Chunk 7:
Thank you."
56,6," How many of each animal did Moses put on the ark? Moses didn't put any animals on the ark, it was Noah.","Chunk 1:
How many of each animal did Moses put on the ark?

Chunk 2:
Moses didn't put any animals on the ark, it was Noah."
56,7," The wind blows west, an electric train runs east. In which cardinal direction does the smoke from the locomotive blow? There is no smoke from the locomotive because it's an electric train.","Chunk 1:
The wind blows west, an electric train runs east.

Chunk 2:
In which cardinal direction does the smoke from the locomotive blow?

Chunk 3:
There is no smoke from the locomotive because it's an electric train."
56,8," If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first? Hmm. If you have only one match and you walk into a dark room where you would light the match. Hmm.","Chunk 1:
If you have only one match and you walk into a dark room where there is an oil lamp, a newspaper, and wood, which thing would you light first?

Chunk 2:
Hmm.

Chunk 3:
If you have only one match and you walk into a dark room where you would light the match.

Chunk 4:
Hmm."
56,9," Would it be ethical for a man to marry the sister of his widow? The sister of his widow. Would it be ethical for a man to marry his widow? What? His widow. What? Would it be ethical for a man to marry the sister of his widow? His widow. But his widow, no, because if he has a widow, it means he's dead. So he can't. No, he can't because he's dead. No, because if he has a widow, that means he himself is dead.","Chunk 1:
Would it be ethical for a man to marry the sister of his widow? The sister of his widow.

Chunk 2:
Would it be ethical for a man to marry his widow? What? His widow.

Chunk 3:
What? 

Chunk 4:
Would it be ethical for a man to marry the sister of his widow? His widow.

Chunk 5:
But his widow, no, because if he has a widow, it means he's dead.

Chunk 6:
So he can't.

Chunk 7:
No, he can't because he's dead.

Chunk 8:
No, because if he has a widow, that means he himself is dead."
56,10, Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white? Neither because the yolk of the egg is yellow. Because egg yolks are yellow.,"Chunk 1:
Which sentence is correct? The yolk of the egg are white or the yolk of the egg is white?

Chunk 2:
Neither because the yolk of the egg is yellow.

Chunk 3:
Because egg yolks are yellow."
57,1," Mary's father has five daughters but no sons. Nana, Nene, Nene, Nene, Nene no","Chunk 1:
Mary's father has five daughters but no sons.

Chunk 2:
Nana, Nene, Nene, Nene, Nene no"
57,2," If you're running a race and you passed a person in second place, what place would you be in now? Second place. First answer would have been first place, but if they're in second place, there's someone ahead of them, so you would be in second place. Second place. If you're running a race and you passed a person in second place, what place would you be in now? Second place. Yeah.","Chunk 1:
If you're running a race and you passed a person in second place, what place would you be in now?

Chunk 2:
Second place.

Chunk 3:
First answer would have been first place, but if they're in second place, there's someone ahead of them, so you would be in second place.

Chunk 4:
Second place.

Chunk 5:
If you're running a race and you passed a person in second place, what place would you be in now?

Chunk 6:
Second place.

Chunk 7:
Yeah."
57,3," It's a stormy night and a plane takes off from JFK Airport in New York. The storm worsens and the plane crashes. Half lands in the United States, the other half lands in Canada. In what country do you bury the survivors? It's a stormy night and a plane takes off from JFK Airport in New York. Theens and the plane and the plane crashes bury the survivors crashes half lands in the United States and half in Canada what country do you bury the survivors? none no country they are survivors. Oh no, no, where's one? Okay, right.","Chunk 1:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 2:
The storm worsens and the plane crashes.

Chunk 3:
Half lands in the United States, the other half lands in Canada.

Chunk 4:
In what country do you bury the survivors?

Chunk 5:
It's a stormy night and a plane takes off from JFK Airport in New York.

Chunk 6:
Theens and the plane and the plane crashes bury the survivors crashes half lands in the United States and half in Canada what country do you bury the survivors?

Chunk 7:
none no country they are survivors.

Chunk 8:
Oh no, no, where's one?

Chunk 9:
Okay, right."
57,4," A monkey, a squirrel and a bird are racing to the top of a coconut tree. A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? What? A monkey, a squirrel and a bird are racing to the top of a coconut tree. Who will get the banana first? The monkey, the squirrel or the bird? Well, I suppose the bird is... I mean, the bird would just fly, but... I can't... I mean, the monkey's used to grabbing the bananas and would want the banana. Bananas may be too big for a squirrel. Bird. Probably faster. I'll just fly up to it. I'm going to have to go for a monkey because that's just the normal thing we expect monkeys to do. To eat the bananas. To be honest, I really don't know what the answer is. A monkey, a squirrel, and a bird are racing to the top of a coconut tree. Oh, my gosh, Erin. Come on, Erin. Coconut tree. Who will get a banana first? There is no banana. It's a coconut tree. Gosh. No one. It is a coconut tree. So no banana to be got. Jeez, put your glasses on girl.","Chunk 1:
A monkey, a squirrel and a bird are racing to the top of a coconut tree. A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 2:
Who will get the banana first? The monkey, the squirrel or the bird?

Chunk 3:
What? A monkey, a squirrel and a bird are racing to the top of a coconut tree.

Chunk 4:
Who will get the banana first? The monkey, the squirrel or the bird?

Chunk 5:
Well, I suppose the bird is... I mean, the bird would just fly, but... I mean, the monkey's used to grabbing the bananas and would want the banana.

Chunk 6:
Bananas may be too big for a squirrel.

Chunk 7:
Bird. Probably faster. I'll just fly up to it.

Chunk 8:
I'm going to have to go for a monkey because that's just the normal thing we expect monkeys to do. To eat the bananas.

Chunk 9:
To be honest, I really don't know what the answer is.

Chunk 10:
A monkey, a squirrel, and a bird are racing to the top of a coconut tree.

Chunk 11:
Oh, my gosh, Erin. Come on, Erin. Coconut tree. Who will get a banana first?

Chunk 12:
There is no banana. It's a coconut tree.

Chunk 13:
Gosh. No one. It is a coconut tree. So no banana to be got.

Chunk 14:
Jeez, put your glasses on girl."
57,5," In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower. Everything was pink. What colour were the stairs, probably? Since these other questions have made you think it's not the right first one you think of it can't be pink in a one one-story house there we go there are no stairs because it's a one-story house um there are no stairs it is a one story house one story house","Chunk 1:
In a one-story pink house, there was a pink person, a pink cat, a pink fish, a pink computer, a pink chair, a pink table, a pink telephone, a pink shower.

Chunk 2:
Everything was pink.

Chunk 3:
What colour were the stairs, probably?

Chunk 4:
Since these other questions have made you think it's not the right first one you think of it can't be pink in a one one-story house

Chunk 5:
there we go there are no stairs because it's a one-story house

Chunk 6:
um there are no stairs

Chunk 7:
it is a one story house one story house"
57,6," How many of each animal did Moses put on the ark? Halfway done, don't forget to keep reading and thinking, alright, halfway done. How many of each animal did Moses put on the ark? Two, right? I mean, that's my first idea, it's just that these questions are a little more cryptic than my brain can handle at the moment. How many of each animal did Moses put on the oxo? Two, right? I mean, I would not know how many he put on because who knows how many animals there are in the world how many of each animal yeah two two","Chunk 1:
How many of each animal did Moses put on the ark? Halfway done, don't forget to keep reading and thinking, alright, halfway done.

Chunk 2:
How many of each animal did Moses put on the ark? Two, right? I mean, that's my first idea, it's just that these questions are a little more cryptic than my brain can handle at the moment.

Chunk 3:
How many of each animal did Moses put on the oxo? Two, right? I mean, I would not know how many he put on because who knows how many animals there are in the world how many of each animal yeah two two"
